ID,LONISID,RID
43154,18143,938
43156,18152,257
43158,18168,1352
43160,18180,1346
43162,18181,832
43164,18207,873
43166,18215,907
43168,18217,908
43170,18234,1384
43172,18238,985
43174,18239,1426
43176,18242,1014
43178,18244,1389
43180,18245,1183
43182,18246,1157
43184,18248,1183
43186,18251,1389
43188,18260,938
43190,18288,1117
43192,18290,896
43194,18292,1007
43196,18298,956
43200,18324,919
43202,18326,912
43204,18327,912
43206,18332,786
43208,18337,443
43210,18360,878
43212,18397,904
43214,18416,692
43216,18418,812
43218,18421,812
43220,18423,981
43222,18433,41
43224,18454,951
43226,18456,952
43228,18482,1063
43230,18500,1034
43232,18502,607
43234,18503,607
43236,18559,869
43238,18582,14
43240,18642,1031
43242,18648,961
43244,18681,1001
43246,18694,1045
43248,18696,1031
43250,18789,945
43252,18790,844
43254,18797,844
43256,18809,996
43258,18812,996
43260,18828,963
43262,18832,963
43264,18834,925
43266,18843,1331
43268,18855,30
43270,18857,30
43272,18859,865
43274,18860,472
43276,18862,1066
43278,18903,1168
43280,18918,23
43282,18920,31
43284,18923,518
43286,18924,1106
43288,18928,972
43290,18930,31
43292,18933,68
43294,18934,973
43296,18938,1398
43298,18939,1086
43300,18945,40
43302,18956,994
43304,18958,1331
43306,18965,1055
43308,18971,42
43310,18976,1098
43312,18979,1054
43314,18981,1082
43316,18987,19
43318,18994,1080
43320,18995,1073
43322,19015,58
43324,19021,58
43326,19027,1097
43328,19028,59
43330,19031,56
43332,19036,793
43334,19044,1028
43336,19047,969
43338,19048,979
43340,19051,4
43342,19054,1044
43344,19056,1070
43346,19057,1070
43348,19060,1009
43350,19063,675
43352,19070,1018
43354,19072,1018
43356,19074,1077
43358,19075,1082
43360,19076,1261
43362,19084,51
43364,19094,1055
43366,19098,1086
49172,3238,240
43370,19102,1016
43372,19104,1016
43374,19109,1275
43376,19116,1035
43378,19118,1035
43380,19124,1118
43382,19126,1009
43384,19128,1041
43386,19130,909
43388,19147,1066
43390,19149,61
43392,19151,984
43394,19154,802
43396,19156,1121
43398,19161,989
43400,19164,898
43402,19166,978
43404,19167,101
43406,19169,61
43408,19171,1032
43410,19173,1059
43412,19193,1121
43414,19271,1056
43416,19321,1122
43418,19323,999
43420,19328,1010
43422,19330,1171
43424,19332,74
43426,19369,914
43428,19384,1190
43430,19386,1023
43432,19390,1190
43434,19391,1002
43436,19423,1140
43438,1945,2
43440,19451,1318
43442,19466,1175
43444,19469,43
43446,19471,1046
43448,19473,1046
43450,19476,1117
43452,1948,3
43454,19485,1169
43456,19487,1169
43458,19488,843
43460,19490,987
43462,1950,5
43464,19513,1394
43466,19517,1188
43468,19519,311
43470,19527,1144
43472,19529,883
43474,19531,1213
43476,19534,90
43478,19542,1165
43480,19591,899
43482,19595,1092
43484,19597,976
43486,19603,112
43488,19609,904
43490,19627,1081
43492,19629,125
43494,19634,1133
43496,19640,89
43498,19653,1081
43500,19660,1249
43502,19662,1249
43504,19665,1130
43506,19668,1215
43508,19698,1261
43510,19700,1261
43512,19701,123
43514,19707,1126
43516,19709,1126
43518,19713,1232
43520,19715,1232
43522,19719,1221
43524,1972,7
43526,19723,1164
43528,19725,746
43530,19728,81
43532,19733,118
43534,19735,1187
43536,1978,8
43538,19782,1131
43540,19790,1209
43542,19792,1217
43544,19794,1209
43546,19797,142
43548,19803,1206
43550,19806,1206
43552,19808,829
43554,19809,128
43556,19864,796
43558,19880,1194
43560,1990,4
43562,19912,1202
43564,19918,1123
43566,19920,1265
43568,19924,1269
43570,19926,1222
43572,1993,15
43574,19930,1222
43576,19933,1417
43578,19943,1280
43580,19945,1280
43582,19949,108
43584,19954,116
43586,19957,1307
43588,19958,1211
43590,19968,169
43592,1997,16
43594,19970,141
43596,1999,9
43598,19992,1425
43600,19993,1425
43602,19996,1285
43604,19998,1283
43606,20006,120
43608,20008,1195
43610,20013,1309
43612,20014,1203
43614,20016,1308
43616,20019,1197
43618,20021,1281
43620,2003,14
43622,20030,96
43624,20034,1282
43626,20036,1074
43628,20038,1254
43630,20043,1117
43632,20047,1418
43634,20052,1309
43636,20055,1279
43638,20060,1279
43640,20063,214
43642,20068,1123
43644,20069,1123
43646,20070,126
43648,20098,1135
43650,20102,1268
43652,20104,1268
43654,20109,1419
49340,12377,476
43658,20121,1240
43660,20139,1224
43662,20141,130
43664,20143,1182
43666,20169,588
43668,20171,588
43670,20172,1301
43672,20176,217
43674,20184,1243
43676,20201,1260
43678,20220,1387
43680,20222,50
43682,20230,179
43684,20231,1296
43686,20241,160
43688,20242,171
43690,20255,166
43692,20257,1301
43694,20260,173
43696,20262,1387
43698,20265,1414
43700,20271,113
43702,20281,1299
43704,20286,1241
43706,20289,1385
43708,20293,106
43710,20295,249
43712,20299,1247
43714,20302,1247
43716,20328,1262
43718,20330,1262
43720,20335,1155
43722,20346,1251
43724,20348,1427
43726,20362,159
43728,20366,1368
43730,20371,1205
43732,20373,1218
43734,20378,1170
43736,20388,1170
43738,20390,1271
43740,20396,1385
43742,20407,184
43744,20408,1078
43746,20411,184
43748,20420,1250
43750,20424,291
43752,20430,930
43754,20432,35
43756,20434,35
43758,20436,69
43760,20438,1226
43762,20440,1286
43764,20442,1286
43766,20444,1057
43768,20445,155
43770,20456,1227
43772,20457,158
43774,20460,1227
43776,20474,101
43778,20513,1351
43780,20520,1288
43782,20554,1300
43784,20564,98
43786,20593,259
43788,20594,1186
43790,20597,1321
43792,20600,1288
43794,20602,276
43796,20605,127
43798,20610,872
43800,20664,1311
43802,20710,1326
43804,20711,241
43806,20736,1341
43808,20739,294
43810,20741,1346
43812,20748,195
43814,20785,66
43816,20790,326
43818,20793,307
43820,20796,256
43822,20804,273
43824,20846,172
43826,20848,269
43828,20849,195
43830,20852,950
43832,20854,967
43834,20857,1114
43836,20859,1157
43838,20863,1183
43840,20869,293
43842,20873,1276
43844,20879,1373
43846,20889,1276
43848,20935,362
43850,20962,307
43852,20966,15
43854,20968,331
43856,20969,1062
43858,20973,331
43860,20975,995
43862,21075,1326
43864,21094,388
43866,21101,388
43868,21114,1379
43870,21116,1371
43872,21117,314
43874,21122,384
43876,21127,298
43878,21140,1315
43880,21156,150
43882,21158,262
43884,21160,1382
43886,21162,6
43888,21165,991
43890,21166,283
43892,21172,301
43894,21194,352
43896,21203,337
43898,21207,86
43900,21209,186
43902,21210,196
43904,21212,196
43906,21223,15
43908,21229,351
43910,21234,378
43912,21240,1384
43914,21243,260
43916,21262,413
43918,21268,260
43920,21271,384
43922,21274,376
43924,21277,376
43928,21297,86
43930,21300,459
43932,21302,413
43934,21306,1393
43936,21310,1318
43940,21315,223
43942,21321,473
43944,21324,403
43946,21326,290
43948,21328,176
43950,21331,295
43952,21337,315
43954,21346,424
43956,21348,403
43958,21352,1421
43960,21357,441
43962,21359,441
43964,21380,493
43966,21383,1339
43968,21396,493
43970,21399,361
43972,2141,30
43974,21422,507
43976,21425,507
49334,25105,989
43980,21435,1389
43982,21436,210
43984,21442,1389
43986,21444,296
43988,21447,295
43990,21459,433
43992,21461,433
49336,14146,1168
43996,21524,389
43998,21530,997
44000,21531,386
44002,21540,1352
44004,21561,156
44006,21563,292
44008,21565,48
44010,21567,33
44012,21569,555
44014,21571,324
44016,21573,324
44018,21576,344
44020,21582,204
44022,21587,107
44024,21590,188
44026,21595,519
44028,21597,513
44030,21598,520
44032,21604,488
44034,21609,303
44036,21610,608
44038,21612,303
44040,21614,408
44042,21617,488
44044,21628,290
44046,21630,481
44048,21633,557
44050,21666,369
44052,21668,394
44054,21670,514
44056,21674,514
44058,21678,516
44060,21700,382
44062,21702,382
44064,21705,534
44066,21718,567
44068,21760,548
44070,21794,601
44072,21806,200
44074,21808,272
44076,21813,533
44078,21847,545
44080,21849,135
44082,21887,359
44084,21889,621
44086,21897,551
44088,21899,419
44090,21903,1314
44092,21905,464
44094,21916,327
44096,21924,605
44098,21932,434
44100,21938,1267
44102,21939,526
44104,21940,525
44106,21943,572
44108,21948,1394
44110,21953,559
44112,21955,559
44114,21959,525
44116,21964,622
44118,21966,622
44120,21974,618
44122,21992,572
44124,22011,450
44126,22014,631
44128,22049,558
44130,22050,454
44132,22058,810
44134,22076,644
44136,22087,479
44138,22089,479
44140,22092,406
44142,22100,604
44144,22103,604
44146,22138,1331
44148,22163,429
44150,22167,429
44152,2224,19
44154,22282,450
44156,22284,369
44158,22287,548
44160,22300,685
44162,22306,563
44164,22317,643
44166,22344,656
44168,22370,47
44170,22403,708
44172,22442,677
44174,22444,677
44176,22457,686
44178,22462,634
44180,22507,406
44182,22512,658
44184,22567,679
44186,2260,21
44188,22687,416
44190,22745,1406
44192,22747,522
44194,22750,610
44196,22792,626
44198,22802,602
44200,22804,602
44202,22819,648
44204,22822,443
44206,22838,729
44208,22840,729
44210,22849,257
44212,22859,723
44214,22861,741
44216,22863,734
44218,22865,649
44220,22867,377
44222,22869,669
44224,22875,649
44226,22879,520
44228,2289,22
44230,22891,680
44232,22895,672
44234,22897,673
44236,22899,1418
44238,22902,1419
44240,22905,538
44242,22907,709
44244,22911,667
44246,22912,1425
44248,22931,668
44250,22943,769
44252,22945,1427
44254,22947,225
44256,22949,770
44258,22950,227
44260,22952,1414
44262,22970,711
44264,22975,229
44266,22976,230
44268,22979,800
44270,22986,702
44272,22988,751
44274,22995,1286
44276,23001,698
44278,23003,779
44280,23005,835
44282,23011,546
44284,23082,420
44286,23084,637
44288,23087,782
44290,23103,502
44292,23130,718
44294,23145,539
44296,23174,778
44298,23180,553
44300,23183,553
44302,23202,835
49338,13061,442
44306,23263,695
44308,23266,867
44310,23269,830
44312,23290,501
44314,23291,501
44316,23299,722
44318,23304,830
44320,23332,1148
44322,23336,818
44324,23347,906
49332,13555,1331
44328,23372,861
44330,23378,842
44332,23400,824
44334,2342,20
44336,23439,1286
44338,23539,813
44340,23542,921
44342,23585,839
44344,23588,862
44346,23590,845
44348,23604,896
44350,23640,625
44352,23642,625
44354,23648,31
44356,23652,908
44358,23653,1148
44360,23679,985
44362,23696,920
44364,23697,922
44366,23699,920
44368,23702,892
44370,23704,963
44372,23706,963
44374,23720,873
44376,23721,907
44378,23722,922
44380,23723,923
44382,23724,926
44384,23726,926
44386,23728,1088
44388,23730,1088
44390,23732,866
44392,23737,205
44394,23746,969
44396,23747,887
44398,23749,919
44400,23752,934
44402,23754,1007
44404,23756,925
44406,23761,1046
44410,23773,1046
44412,23776,505
44414,23779,969
44416,23785,1063
44418,23789,1030
44420,23793,898
44422,23862,1045
44424,23866,961
44426,23899,834
44428,23901,657
44430,23902,945
44432,23904,869
44434,23926,899
44436,23932,1034
44438,23936,1035
44440,23940,1035
49326,17351,672
44444,23953,843
44446,23956,883
44448,23958,978
44450,23967,566
44452,23984,985
44454,23986,994
44456,23988,972
44458,24008,973
44460,24010,1016
44462,24011,1098
44464,24017,995
44466,24026,878
44468,24031,886
44470,24034,1063
44472,24035,909
44474,24044,1066
44476,24046,1066
44478,24048,518
44480,24054,1016
44482,24056,1098
44484,24067,1070
44486,24068,1070
44488,24069,952
44490,24073,1080
44492,24077,1032
44494,24082,1077
44496,24087,1097
44498,24093,1121
44500,24095,1092
44502,24101,865
44504,24106,1010
44506,24111,984
44508,24145,671
49328,27393,539
44512,24349,74
44514,24364,23
44516,24387,1155
44518,24430,1169
44520,24431,1140
44522,2446,31
44524,24479,1023
44526,24512,1130
44528,24531,41
44530,24541,1002
44532,24543,1073
44534,24598,874
49330,13551,1040
44538,24647,997
44540,24656,68
44542,24831,1169
44544,24845,101
44546,24849,106
44548,24852,112
44550,24859,555
44552,24861,1118
44554,24863,72
44556,24867,746
44558,24888,1218
44560,24905,976
44562,24909,169
44564,24914,1249
44566,24916,1249
44568,24922,1072
44570,24924,123
44572,24926,914
44574,24928,951
44576,24973,1200
44578,24975,204
44580,25012,1206
44582,25025,1232
44584,25032,1188
44586,25035,118
44588,25054,1122
44590,25055,1057
44592,25059,1222
44594,25070,1280
44596,25074,1241
44598,25075,1194
44600,25078,1190
44602,25080,116
44604,25082,1241
44606,25086,141
44608,25099,120
44610,25100,160
44612,25104,171
49324,19100,1098
44616,25113,43
44618,25119,1282
44620,25121,128
44622,25130,61
44624,25132,1243
44626,25134,1182
44628,25136,108
44630,25140,1261
44632,25149,1078
44634,25151,1271
44636,25152,96
44638,25158,1301
44640,25160,752
44642,25164,1195
44644,25173,156
44646,25182,126
44648,25185,1131
44650,25197,1268
44652,25204,1299
44654,25207,1211
44656,25210,125
44658,25235,1246
44660,25252,81
44662,25281,217
44664,25287,1288
44666,25309,159
44668,25313,1202
44670,25319,241
44672,25341,42
44674,25347,1072
44676,25349,1131
44680,25374,1267
44682,25376,1267
44684,25378,58
44686,25443,259
44688,25446,1314
44690,25456,1123
44692,25463,1227
44694,25468,1226
44696,25574,467
44698,2560,29
44700,2562,24
44702,25704,1351
44704,25753,130
44706,2576,35
44708,25802,1300
44710,25818,1315
44712,25824,1380
44714,25826,388
44716,25829,276
44718,2583,41
44720,2588,40
44722,25894,113
44724,25908,1224
44726,2591,30
44728,25932,262
44730,25945,315
44732,2597,43
44734,25972,1393
44736,2598,31
44738,26000,249
44740,2601,23
44742,26012,256
44744,26016,1074
44746,26028,285
44748,26032,1203
44750,26033,298
44752,26049,127
44754,2605,42
44756,26054,269
44758,2613,15
44760,26191,352
44762,2624,44
44764,2626,10
44766,26267,260
44768,26282,1384
44770,26296,403
44772,26339,1276
44774,26344,1276
44776,2635,49
44778,26423,331
44780,26425,337
44782,2645,29
44784,26453,424
44786,2646,56
44788,26461,361
44790,2650,38
44792,26517,413
44794,26518,307
44798,26523,441
44800,26528,1318
44802,26545,1133
44804,2656,50
44806,26576,295
44808,26581,473
44810,2659,53
44812,26604,172
44814,26608,142
44816,26678,314
44818,26682,408
44820,2674,6
44822,26808,186
44824,2684,45
44826,26868,401
44828,26873,210
44830,2694,57
44832,2696,47
44834,2706,48
44836,2710,66
44838,27152,362
44840,27167,386
44842,2717,61
44844,2718,40
44846,27188,1352
44848,2720,51
44850,27203,1251
44852,27206,1250
44854,2721,54
44856,2722,58
44858,2725,67
44860,27250,514
44862,27263,1346
44864,2728,68
44866,27311,1406
44868,2732,55
44870,27328,344
44872,2739,33
44876,27406,86
44878,27509,644
44880,2755,76
44882,27557,1394
44884,2757,60
44886,27607,384
44888,27612,107
44890,2762,43
44892,2763,58
44894,2768,59
44896,27696,605
44898,27731,479
44900,27733,214
44902,27734,1389
44904,27775,708
44906,27799,419
44908,27803,422
44910,27897,680
44912,27963,1260
44914,28011,677
44916,2807,69
44918,2808,83
44920,2815,74
44922,28178,741
44924,2818,78
44926,28181,734
44928,2820,91
44930,2823,61
44932,28283,679
44934,2833,72
44936,28331,257
44938,2835,101
44940,2836,87
44942,28421,382
44944,2844,91
44946,2845,94
44948,28451,1418
44950,28453,1425
44952,2849,80
44954,2853,95
44956,2854,93
44958,2857,102
44960,28597,311
44962,2860,84
44964,28606,752
44966,2862,109
44968,2863,72
44970,2866,103
44972,2867,88
44974,28720,835
44976,2873,81
44978,2878,90
44980,2880,78
44982,2883,97
44984,2889,125
44986,2899,111
44988,2900,128
44990,2906,70
44992,29066,5
44994,29068,21
44996,2907,123
44998,29071,23
45000,29073,241
45002,29077,362
45004,29085,1421
45006,2909,126
45008,2912,161
45010,2913,142
45012,2916,96
45014,2917,106
45016,2923,149
45018,2926,141
45020,29363,303
45022,2937,139
45024,2941,130
45026,2954,77
45028,2957,89
45030,29579,919
45032,2960,110
45034,2964,147
45036,2965,112
45038,2967,135
45040,2968,138
45042,2972,160
45044,2985,159
45046,2988,98
45048,2996,156
45050,29972,505
45052,29974,969
45054,2998,166
45056,3000,173
45058,3001,108
45060,3006,150
45062,3008,116
45064,3011,171
45066,3016,129
45068,3017,139
45070,3020,192
45072,3022,188
45074,3023,118
45076,3026,126
45078,3028,120
45080,3033,162
45082,3036,169
45084,3037,178
45086,3040,205
45088,3041,166
45090,3044,173
45092,3048,168
45094,3051,187
45096,3056,216
45098,3058,200
45100,3060,182
45102,3061,158
45104,3063,127
45106,3066,204
45108,3070,225
45110,30732,1255
45112,3074,167
45114,3075,228
45116,3077,107
45118,3079,210
45120,3085,217
45122,30876,1243
45124,3088,214
45126,3095,222
45128,3097,155
45130,3098,186
45132,3100,179
45134,3103,118
45136,3107,172
45138,3111,231
45140,3135,249
45142,3137,232
45144,3143,221
45146,3144,269
45148,3146,184
45150,3148,223
45152,3151,2
45154,3152,183
45156,3160,113
45158,3163,243
45160,3165,5
45162,3174,291
45164,3178,230
45166,3180,241
45168,3186,289
45170,3192,259
45172,3199,273
45174,3203,187
45176,3206,177
45178,3207,293
45180,3212,283
45182,3214,229
45184,3216,277
45186,3219,294
45188,3224,276
45190,3229,227
45192,32296,1269
45194,32298,1217
45196,3231,219
45198,3233,262
49208,15632,304
49268,65927,981
49270,65925,1059
49318,4933,823
45204,3241,319
45206,3242,282
45208,3243,8
45210,3245,326
45212,3248,245
45214,3249,256
45216,3251,321
45218,3254,266
45220,3255,213
45222,3258,272
45224,3260,328
45226,3261,292
45228,3263,260
45230,3266,331
45232,3268,286
45234,3269,284
45236,3276,285
45238,3278,310
45240,3281,184
45242,3283,337
45244,3286,314
45246,3289,176
45248,3294,195
45250,3299,315
45252,3300,304
45254,3301,301
45256,3306,316
45258,3308,290
45260,3309,324
45262,3311,288
45264,3313,369
45266,3314,340
45268,3316,344
45270,3319,376
45272,3323,362
45274,3378,195
45276,3380,332
45278,3381,378
45280,3388,384
45282,3391,176
45284,3399,296
45286,3404,357
45288,3413,343
45290,3418,356
45292,3450,258
45294,3455,341
45296,3461,303
45298,3464,352
45300,3466,359
45302,3467,304
45304,3469,363
45306,3472,374
45308,3478,307
45310,3479,388
45312,3488,390
45314,3499,298
45316,3501,16
45318,3502,331
45320,3504,194
45322,3508,86
45324,3510,393
45326,3512,30
45328,3516,30
45330,3532,400
45332,3533,31
45334,3535,196
45336,3541,410
45338,3566,295
45340,3573,332
45342,35731,1077
45344,3578,351
45346,3581,327
45348,3587,413
45350,3589,282
45352,3590,375
45354,3593,325
45356,3594,424
45358,3599,389
45360,3600,416
45362,3603,434
45364,3606,425
45366,3614,406
45368,3621,15
45370,3623,324
45372,3625,372
45374,3627,441
45376,3632,190
45378,3638,370
45380,3639,21
45382,3641,403
45384,3644,194
45386,3645,401
45388,3649,459
45390,3653,386
45392,3659,438
45394,3662,409
45396,3664,384
45398,3665,376
45400,3668,7
45402,3669,407
45404,3672,361
45406,3683,196
45408,3684,299
45410,3686,339
45412,3688,260
45414,3690,404
45416,3692,377
45418,3695,15
45420,3697,413
45422,3706,446
45424,3708,303
45426,3712,473
45428,3725,433
45430,3726,42
45432,3730,457
45434,3734,474
45436,3735,450
45438,3736,388
45440,3738,534
45442,3740,360
45444,3742,336
45446,3744,448
45448,3749,469
45450,3756,86
45452,3758,354
45454,3763,454
45456,3765,458
45458,3770,489
45460,3772,442
45462,3775,300
45464,3780,488
45466,3781,493
45468,3783,467
45470,3784,10
45472,3786,403
45474,3787,23
45476,3790,366
45478,3791,485
45480,3795,470
45482,3797,408
45484,3815,481
45486,3827,307
45488,3829,369
45490,3834,417
45492,3842,299
45494,3867,479
45496,3870,520
45498,3871,507
45500,3872,519
45502,3874,404
45504,3877,382
45506,3879,476
45508,3880,500
45510,3882,397
45512,3885,35
45514,3887,478
45516,3888,419
45518,38913,842
45520,3893,531
45522,3894,526
45524,3895,567
45526,3898,426
45528,3900,335
45530,3903,431
45532,3905,394
45534,3909,529
45536,3911,504
45538,3913,528
45540,3914,405
45542,3918,551
45544,3923,514
45546,3926,513
45548,3927,544
45550,3929,14
45552,3930,41
45554,3932,535
45556,3935,436
45558,3938,29
45560,3940,460
45562,3941,257
45564,3942,464
45566,3947,433
45568,3956,413
45570,3959,522
45572,3962,542
45574,3964,516
45576,3968,414
45578,3970,568
45580,3972,543
45582,3973,501
45584,3976,448
45586,3978,559
45588,3982,441
45590,3984,552
45592,3986,393
45594,3990,554
49154,16037,416
49156,12958,1119
45598,3993,548
45600,3996,506
45602,3998,533
45604,3999,492
45606,4001,40
45608,4003,545
45610,4007,4
45612,4008,577
45614,4016,525
45616,4019,517
45618,4020,53
45620,4022,190
45622,4025,426
45624,4028,423
45626,4029,578
45628,4030,44
45630,4033,417
45632,4038,51
45634,4040,311
45636,4042,312
45638,4044,557
45640,4046,511
45642,4050,33
45644,4051,493
45646,4053,449
45648,4055,290
45650,4057,487
45652,4059,619
45654,4061,576
45656,4065,488
45658,4067,604
45660,4069,461
45662,4071,601
45664,4074,608
45666,4077,457
45668,4079,22
45670,4081,3
45672,4084,335
45674,4085,442
45676,4088,507
45678,4089,469
45680,4092,618
45682,4095,397
45684,4097,392
45686,4099,6
45688,4108,479
45690,4110,497
45692,4111,35
45694,4116,555
45696,4119,300
45698,4122,50
45700,4130,611
45702,4147,47
45704,4149,590
45706,4156,568
45708,4157,621
45710,4161,66
45712,4163,566
45714,4165,19
45716,4166,622
45718,4171,549
45720,4175,58
45722,4181,553
45724,4183,429
45726,4186,539
45728,4188,443
45730,4191,546
45732,4193,633
45734,4194,61
45736,4196,420
45738,4198,422
45740,4199,631
45742,4200,598
45744,4205,644
45746,4210,425
45748,4212,405
45750,4214,506
45752,4215,322
45754,4216,605
45756,4220,604
45758,4222,445
45760,4224,514
45762,4226,641
45764,4229,572
45766,4231,68
45768,4235,610
45770,4239,382
45772,4240,613
45774,4243,634
45776,4245,565
45778,4248,484
45780,4251,643
45782,4252,558
45784,4254,58
45786,4258,501
45788,4261,625
45790,4263,450
45792,4265,671
45794,4270,38
45796,4271,498
45798,4274,406
45800,4276,94
45802,4277,521
45804,4278,429
45806,4283,607
45808,4284,91
45810,4290,629
45812,4293,559
45814,4294,553
45816,4296,642
45818,4297,605
45820,4300,579
45822,4302,647
45824,4304,602
45826,4306,626
45828,4308,667
45830,4309,622
45832,4314,630
45834,4318,637
45836,4320,547
45838,4324,686
45840,4325,677
45842,4326,671
45844,4328,653
45846,4329,563
45848,4331,472
45850,4333,61
45852,4336,680
45854,4368,656
45856,4370,682
45858,4374,685
45860,4375,627
45862,4377,74
45864,4380,59
45866,4385,56
45868,4391,689
45870,4394,698
45872,4395,101
45874,4396,525
45876,4398,423
45878,4401,449
45880,4402,83
45882,4405,487
45884,4406,392
45886,4419,579
45888,4421,711
45890,4423,640
45892,4424,78
45894,4431,638
45896,4440,80
45898,4444,662
45900,4451,712
45902,4458,684
45904,4460,625
45906,4463,78
45908,4464,478
45910,4468,54
45912,4477,723
45914,4478,701
45916,4482,718
45918,4484,729
45920,4488,476
45922,4491,708
45924,4493,633
45926,4496,469
45928,4498,690
45930,4500,733
45932,4502,734
45934,4504,739
45936,4506,55
45938,4508,45
45940,4510,76
45942,4511,689
45944,4513,715
45946,4516,629
45948,4520,741
45950,4540,730
45952,4543,679
45954,4547,72
45956,4548,725
45958,4551,669
45960,4556,672
45962,4557,60
45964,4561,673
45966,4563,649
45968,4567,606
45970,4569,613
45972,4572,692
45974,4574,69
45976,4576,743
45978,4579,502
45980,4580,602
45982,4584,588
45984,4586,81
45986,4588,691
45988,4593,640
45990,4595,505
45992,4596,722
45994,4600,709
45996,4604,724
45998,4605,702
46000,4607,112
46002,4618,139
46004,4620,84
46006,4628,770
46008,4646,740
46010,4648,658
46012,4650,572
46014,4651,751
46016,4655,171
46018,4657,106
46020,4662,102
46022,4663,768
46024,4667,729
46026,4670,538
46028,4671,773
46030,4672,90
46032,4682,753
46034,4683,109
46036,4708,668
46038,4710,125
46040,4714,776
46042,4718,108
46044,4726,141
46046,4727,126
46048,4731,103
46050,4740,720
46052,4743,750
46054,4746,43
46056,4748,748
46058,4754,769
46060,4756,648
46062,4758,487
46064,4762,594
46066,4765,636
46068,4766,724
46070,4790,149
46072,4808,67
46074,4811,606
46076,4813,800
46078,4817,782
46080,4819,88
46082,4821,778
46084,4826,575
46086,4827,217
46088,4847,128
46090,4856,129
46092,4859,161
46094,4863,120
46096,4866,725
46098,4867,691
46100,4886,111
46102,4888,118
46104,4889,57
46106,4893,449
46108,4896,783
46110,4898,130
46112,4899,607
46114,4905,733
46116,4910,87
46118,4911,752
46120,4913,48
46122,4914,796
46124,4919,759
46126,4924,697
46128,4928,779
46130,4931,761
46134,4934,824
46136,4939,836
46138,4941,77
46140,4943,166
46142,4945,793
46144,4954,657
46146,4956,169
46148,4958,813
46150,4959,142
46152,4962,760
46154,4963,802
46156,4968,769
46158,4972,792
46160,4973,788
46162,4975,731
46164,4978,135
46166,4979,767
46168,4980,107
46170,4981,853
46172,4982,726
46174,4984,699
46176,4985,696
46178,4986,168
46180,4988,814
46182,4990,747
46184,4992,816
46186,4994,717
46188,4995,592
46190,4997,675
46192,4998,821
46194,5000,681
46196,5003,138
46198,5005,820
46200,5007,127
46202,5009,89
46204,5013,160
46206,5014,754
46208,5024,828
46210,5028,850
46212,5030,855
46214,5032,116
46216,5034,771
46218,5036,184
46220,5038,96
46222,5044,818
46224,5045,727
46226,5047,156
46228,5054,188
46230,5055,805
46232,5058,159
46234,5060,777
46236,5062,752
46238,5064,649
46240,5065,205
46242,5069,753
46244,5102,835
46246,5104,790
46248,5105,216
46250,5109,231
46252,5113,518
46254,5117,840
46256,5120,70
46258,5121,845
46260,5122,484
46262,5123,113
46264,5124,830
46266,5129,842
46268,5135,187
46270,5137,843
46272,5138,866
46274,5145,200
46276,5147,178
46278,5149,721
46280,5151,179
46282,5155,173
46284,5157,878
46286,5158,167
46288,5161,832
46290,5164,855
46292,5167,695
46294,5169,856
46296,5171,5
46298,5176,97
46300,5178,784
46302,5181,8
46304,5183,887
46306,5186,3
46308,5189,225
46310,5191,814
46312,5196,876
46314,5197,150
46316,5203,232
46318,5205,204
46320,5206,135
46322,5207,839
46324,5211,803
46326,5215,155
46328,5219,916
46330,5221,860
46332,5224,830
46334,5225,867
46336,5227,888
46338,5230,863
46340,5233,792
46342,5235,920
46344,5237,889
46346,5240,765
46348,5242,906
46350,5243,186
46352,5246,899
46356,5250,922
46358,5253,841
46360,5254,862
46362,5256,851
46364,5259,932
46366,5261,852
46368,5262,891
46370,5263,926
46372,5265,210
46374,5267,249
46376,5270,147
46378,5273,214
46380,5274,896
46382,5276,924
46384,5279,825
46386,5281,883
46388,5282,241
46390,5284,289
46392,5285,861
46394,5293,835
46396,5297,276
46398,5298,291
46400,5301,916
46402,5304,816
46404,5308,923
46406,5310,259
46408,5311,886
46410,5314,834
46412,5316,195
46414,5318,921
46416,5325,873
46418,5326,946
46420,5327,812
46422,5329,786
46424,5332,928
46426,5334,930
46428,5337,294
46430,5338,929
46432,5341,331
46434,5343,222
46436,5348,266
46438,5352,909
46440,5356,907
46442,5359,963
46444,5360,880
46446,5362,784
46448,5366,498
46450,5368,374
46452,5369,547
46454,5377,292
46456,5380,943
46458,5382,938
46460,5385,273
46462,5387,221
46464,5389,947
46466,5391,256
46468,5393,844
46470,5396,912
46472,5397,677
46476,5405,948
46478,5407,245
46480,5409,183
46482,5411,16
46484,5420,223
46486,5422,934
46488,5424,954
46490,5425,941
46492,5431,955
46494,5436,30
46496,5439,272
46498,5441,341
46500,5442,931
46502,5456,761
46504,5459,886
46506,5460,926
46508,5464,187
46510,5469,978
46512,5471,158
46514,5472,963
46516,5475,892
46518,5480,229
46520,5481,230
46522,5488,810
46524,5489,898
46526,5490,15
46528,5494,15
46530,5496,332
46532,5499,194
46534,5500,771
46536,5503,951
46538,5505,952
46540,5507,969
46542,5508,376
46544,5509,505
46546,5512,919
46548,5513,227
46550,5515,376
46552,5517,319
46554,5519,958
46556,5520,915
46558,5522,307
46560,5524,303
46562,5526,957
46564,5529,956
46566,5530,356
46568,5531,984
46570,5537,961
46572,5540,981
46574,5543,172
46576,5544,326
46578,5546,362
46580,5547,337
